user_id,recency,frequency,monetary
R04839,48,18,311.71
R04840,76,21,306.54
R04841,24,20,265.27
R04842,32,16,213.32999999999998
R04843,28,19,300.96999999999997
R04844,30,26,387.48
R04845,23,18,291.31
R04846,40,14,221.5
R04847,29,18,253.07999999999998
R04848,31,29,417.39
R04849,30,16,258.71999999999997
R04850,24,24,372.91
R04851,24,28,454.32
R04852,39,26,383.77
R04853,70,34,551.93
R04854,35,22,304.93
R04855,35,19,299.18
R04856,31,26,367.21999999999997
R04857,25,17,272.15
R04858,22,27,431.63
R04859,25,17,274.86
R04860,56,18,295.25
R04861,26,17,248.84
R04862,26,14,191.82
R04863,34,19,339.32
R04864,52,21,340.2
R04865,46,20,287.59
R04866,34,14,269.96000000000004
R04867,55,24,374.15000000000003
R04868,34,11,175.41
R04869,78,14,192.41
R04870,30,20,276.11
R04871,47,27,390.86
R04872,36,16,235.21
R04873,33,20,334.33
R04874,29,22,363.90000000000003
R04875,27,17,247.98
R04876,23,29,461.18
R04877,35,20,299.85
R04878,52,22,377.1
R04879,24,20,353.3
R04880,31,21,350.09000000000003
R04881,35,17,225.23
R04882,31,14,219.10999999999999
R04883,49,18,278.63
R04884,33,22,367.51
R04885,43,19,316.71
R04886,32,20,282.71999999999997
R04887,53,24,375.01
R04888,28,31,501.7
R04889,35,14,251.32999999999998
R04890,88,12,162.78
R04891,52,26,404.78
R04892,61,20,279.25
R04893,51,17,230.92
R04894,25,31,515.3
R04895,45,20,284.23
R04896,60,15,205.57
R04897,43,19,274.24
R04898,45,15,220.53
R04899,38,16,223.97
R04900,56,13,184.97
R04901,23,18,244.92000000000002
R04902,50,21,311.87
R04903,28,25,404.31
R04904,28,21,312.54
R04905,44,10,132.07
R04906,32,27,406.18
R04907,82,10,123.59
R04908,40,20,295.59
R04909,73,10,159.42
R04910,42,25,375.56
R04911,52,10,146.24
R04912,66,18,301.42
R04913,73,18,272.93
R04914,34,27,453.73
R04915,44,22,348.85
R04916,57,25,454.56
R04917,26,21,359.01
R04918,38,20,281.12
R04919,39,26,455.0
R04920,42,21,333.28000000000003
R04921,30,13,235.57999999999998
R04922,70,22,335.38
R04923,23,26,389.57
R04924,30,23,330.51
R04925,23,20,327.28
R04926,69,26,338.24
R04927,27,21,300.06
R04928,24,17,241.73
R04929,50,22,296.81
R04930,42,14,194.57
R04931,62,15,235.29999999999998
R04932,25,18,264.49
R04933,41,23,425.77
R04934,33,21,306.02
R04935,30,17,308.17
R04936,69,15,220.61
R04937,29,12,170.41
R04938,27,22,307.48
R04939,73,8,109.38
R04940,56,13,208.93
R04941,49,20,308.97
R04942,31,27,449.21
R04943,62,20,328.43
R04944,26,18,288.09
R04945,34,18,289.69
R04946,30,21,321.76
R04947,37,14,218.03
R04948,27,19,301.09
R04949,30,20,304.21
R04950,42,21,302.73
R04951,40,18,285.92
R04952,98,10,149.35999999999999
R04953,24,18,221.01
R04954,25,15,234.39
R04955,43,26,435.97
R04956,33,20,281.92
R04957,34,19,331.89
R04958,33,28,438.8
R04959,38,15,254.25
R04960,92,18,281.26
R04961,33,22,341.82
R04962,31,24,342.4
R04963,27,23,382.22999999999996
R04964,27,14,238.2
R04965,36,19,297.53
R04966,28,23,389.57
R04967,36,32,475.79
R04968,72,16,281.85
R04969,60,22,350.56
R04970,86,21,306.81
R04971,31,16,227.59
R04972,61,18,316.08
R04973,60,22,345.07
R04974,47,18,277.02
R04975,39,22,328.66
R04976,49,19,300.42
R04977,34,16,298.2
R04978,57,19,268.35
R04979,36,20,356.23
R04980,33,19,292.27
R04981,31,32,484.38
R04982,29,19,297.7
R04983,49,25,392.95
R04984,32,22,290.29
R04985,27,23,326.37
R04986,36,12,199.85999999999999
R04987,28,20,307.55
R04988,30,17,252.24
R04989,40,12,201.97
R04990,26,21,318.38
R04991,110,14,204.23
R04992,55,21,276.18
R04993,43,19,294.93
R04994,58,18,259.82
R04995,26,29,441.68
R04996,25,19,272.58
R04997,24,23,365.05
R04998,32,19,282.87
R04999,35,28,400.87
R05000,45,13,210.41
R05001,27,17,258.90999999999997
R05002,36,19,305.57
R05003,81,12,167.32
R05004,33,18,244.55
R05005,50,15,255.63
R05006,27,20,302.31
R05007,83,21,314.27
R05008,24,25,347.64
R05009,35,18,282.0
R05010,44,19,328.78000000000003
R05011,31,23,385.81
R05012,35,15,200.42
R05013,34,17,341.37
R05014,44,21,278.77
R05015,27,19,306.76
R05016,32,17,248.92000000000002
R05017,113,16,235.62
R05018,46,22,314.12
R05019,34,12,180.93
R05020,50,28,428.73
R05021,38,24,420.32
R05022,165,16,322.51
R05023,34,14,183.22
R05024,30,15,235.23000000000002
R05025,33,28,357.53
R05026,41,24,397.14
R05027,30,19,319.81
R05028,37,17,291.71
R05029,31,25,424.75
R05030,35,19,308.95
R05031,40,25,356.33
R05032,54,17,267.48
R05033,29,15,237.36
R05034,56,24,394.66
R05035,35,23,371.9
R05036,23,26,429.92
R05037,26,18,300.65000000000003
R05038,36,17,301.35
R05039,44,19,284.56
R05040,43,20,280.35
R05041,43,25,354.82
R05042,26,27,389.12
R05043,78,18,295.0
R05044,57,20,249.76
R05045,54,17,232.55
R05046,46,25,405.91
R05047,32,25,399.71
R05048,25,19,311.3
R05049,24,21,304.71
R05050,32,22,372.04
R05051,51,23,368.23
R05052,41,16,268.8
R05053,35,23,333.89
R05054,97,20,274.39
R05055,37,25,336.28
R05056,25,19,350.05
R05057,28,17,262.4
R05058,23,11,161.88
R05059,59,17,260.94
R05060,46,21,341.46
R05061,32,23,395.77
R05062,44,12,219.68
R05063,28,23,448.71
R05064,42,12,217.18
R05065,65,18,261.84000000000003
R05066,25,16,224.76
R05067,35,26,456.09
R05068,36,22,315.34
R05069,32,22,391.01
R05070,33,26,439.08
R05071,54,22,403.55
R05072,26,26,446.98
R05073,34,19,286.3
R05074,27,15,239.01
R05075,29,13,197.25
R05076,26,22,314.73
R05077,43,22,361.3
R05078,33,30,466.88
R05079,41,24,356.72
R05080,93,24,382.17
R05081,40,16,257.05
R05082,26,23,364.64
R05083,66,15,229.09
R05084,28,24,347.12
R05085,25,17,269.02
R05086,33,16,214.64
R05087,62,18,353.21
R05088,61,12,180.54
R05089,36,22,348.59
R05090,91,26,450.28
R05091,63,17,271.99
R05092,47,15,212.91
R05093,26,17,235.72
R05094,34,21,298.52
R05095,37,20,314.23
R05096,43,14,187.46
R05097,24,25,336.68
R05098,28,24,453.65000000000003
R05099,26,21,315.24
R05100,148,14,188.9
R05101,27,21,286.57
R05102,60,17,259.78
R05103,35,12,152.03
R05104,45,23,348.13
R05105,54,17,244.89
R05106,25,23,294.08
R05107,38,17,253.57
R05108,27,22,369.22
R05109,44,26,465.01
R05110,24,24,349.53
R05111,31,22,304.74
R05112,54,23,424.78000000000003
R05113,25,17,267.06
R05114,55,23,414.04
R05115,28,22,321.38
R05116,117,21,378.62
R05117,26,25,371.99
R05118,39,22,321.15999999999997
R05119,66,16,241.13
R05120,26,20,318.24
R05121,51,27,424.48
R05122,37,26,395.85
R05123,26,20,316.48
R05124,29,19,277.66
R05125,29,13,214.13
R05126,60,23,334.09
R05127,34,19,352.91
R05128,29,22,322.85
R05129,25,23,382.26
R05130,31,24,319.03000000000003
R05131,27,25,327.11
R05132,28,23,322.74
R05133,23,21,324.75
R05134,27,22,363.64
R05135,32,19,292.53
R05136,38,21,310.29
R05137,77,14,213.65
R05138,52,26,377.34000000000003
R05139,30,22,391.65
R05140,27,23,361.46000000000004
R05141,43,18,315.1
R05142,63,17,271.47
R05143,25,18,317.21
R05144,35,22,316.71999999999997
R05145,28,23,325.4
R05146,46,25,395.31
R05147,25,20,325.52
R05148,71,20,327.87
R05149,41,17,309.98
R05150,28,16,255.02
R05151,35,19,305.67
R05152,47,17,269.74
R05153,24,22,375.26
R05154,24,27,396.91
R05155,34,19,293.3
R05156,27,26,392.5
R05157,48,20,287.03000000000003
R05158,24,26,400.04
R05159,40,34,501.28000000000003
R05160,65,21,312.85
R05161,30,16,269.6
R05162,37,19,271.51
R05163,33,26,406.71999999999997
R05164,52,19,257.45
R05165,34,23,431.21
R05166,46,21,298.09
R05167,25,17,213.35
R05168,30,22,320.42
R05169,25,17,219.9
R05170,37,28,423.2
R05171,28,17,279.21999999999997
R05172,38,24,321.36
R05173,24,21,319.01
R05174,28,12,187.71
R05175,63,18,245.09
R05176,49,16,255.05
R05177,70,24,382.64
R05178,35,22,305.91
R05179,35,21,318.04
R05180,60,21,297.02
R05181,53,16,249.93
R05182,22,20,302.83
R05183,37,15,220.06
R05184,39,22,329.15
R05185,48,13,185.49
R05186,38,17,236.93
R05187,28,21,290.98
R05188,23,21,305.90000000000003
R05189,27,18,300.6
R05190,40,15,236.82
R05191,53,22,330.72
R05192,25,24,372.78
R05193,27,19,293.84
R05194,45,30,494.0
R05195,31,22,361.68
R05196,39,22,364.75
R05197,36,19,283.0
R05198,50,20,321.97
R05199,32,25,398.86
R05200,79,20,324.66
R05201,46,21,363.86
R05202,28,19,251.62
R05203,40,27,410.29
R05204,35,19,273.1
R05205,24,22,343.96
R05206,40,23,382.2
R05207,53,20,289.62
R05208,36,23,386.43
R05209,35,25,369.64
R05210,75,10,182.88
R05211,39,11,155.31
R05212,38,11,147.09
R05213,41,21,356.26
R05214,28,20,293.01
R05215,51,22,372.02
R05216,27,17,262.98
R05217,30,19,295.25
R05218,46,27,442.54
R05219,83,19,283.74
R05220,30,21,325.02
R05221,44,18,333.01
R05222,56,22,427.44
R05223,37,20,315.1
R05224,24,20,301.46
R05225,38,28,437.49
R05226,38,21,384.61
R05227,24,25,389.16
R05228,31,15,250.72
R05229,35,33,546.37
R05230,26,25,382.47
R05231,39,16,285.09
R05232,28,22,338.71
R05233,64,19,348.8
R05234,48,28,413.7
R05235,33,30,438.27
R05236,24,18,289.82
R05237,28,19,329.63
R05238,40,18,303.81
R05239,29,23,372.26
R05240,48,16,263.56
R05241,28,30,416.02
R05242,45,19,323.61
R05243,26,26,338.9
R05244,91,17,250.54
R05245,28,14,191.11
R05246,23,18,302.64
R05247,23,18,302.51
R05248,23,20,342.71999999999997
R05249,69,23,362.18
R05250,86,24,377.8
R05251,26,19,303.09
R05252,47,28,371.83
R05253,29,26,425.23
R05254,23,19,337.2
R05255,61,23,340.11
R05256,52,19,269.3
R05257,38,20,299.53000000000003
R05258,60,13,182.89
R05259,25,16,239.72
R05260,53,19,326.87
R05261,24,16,266.79
R05262,30,20,296.25
R05263,26,20,304.02
R05264,25,25,397.02
R05265,23,19,243.31
R05266,25,21,344.06
R05267,44,17,284.4
R05268,75,16,297.25
R05269,38,19,265.99
R05270,77,16,269.65999999999997
R05271,30,14,212.39000000000001
R05272,27,16,239.39
R05273,24,31,507.32
R05274,31,20,358.23
R05275,45,14,196.17000000000002
R05276,50,30,441.78
R05277,31,16,225.7
R05278,47,24,397.04
R05279,38,19,316.1
R05280,30,11,171.39
R05281,35,23,337.85
R05282,31,17,272.62
R05283,45,26,443.4
R05284,26,22,370.29
R05285,28,19,325.37
R05286,52,18,303.40999999999997
R05287,29,20,275.69
R05288,25,16,286.57
R05289,52,21,320.52
R05290,28,19,306.46000000000004
R05291,46,28,453.91
R05292,102,19,338.11
R05293,29,24,396.44
R05294,52,18,232.07
R05295,68,18,269.81
R05296,82,19,315.42
R05297,33,22,322.96
R05298,60,18,285.75
R05299,30,21,350.03000000000003
R05300,35,20,269.5
R05301,120,13,176.3
R05302,34,16,242.73000000000002
R05303,49,16,223.72
R05304,40,14,192.39
R05305,38,20,275.44
R05306,66,19,313.42
R05307,56,21,351.14
R05308,102,13,209.51999999999998
R05309,35,18,263.45
R05310,24,20,296.04
R05311,24,16,262.92
R05312,60,19,296.68
R05313,49,26,365.01
R05314,65,16,258.31
R05315,58,21,332.85
R05316,28,10,153.84
R05317,42,22,322.93
R05318,30,24,377.83
R05319,35,26,369.58
R05320,34,26,411.76
R05321,40,25,426.41999999999996
R05322,48,16,206.33
R05323,27,23,347.9
R05324,54,23,329.48
R05325,38,16,247.2
R05326,33,23,387.01
R05327,38,28,406.88
R05328,36,25,413.01
R05329,30,17,352.43
R05330,27,20,300.48
R05331,31,18,282.46
R05332,32,22,348.84
R05333,45,19,319.9
R05334,26,20,285.3
R05335,31,15,230.53
R05336,34,19,268.77
R05337,24,18,303.65
R05338,45,19,296.51
R05339,70,14,225.22
R05340,36,24,356.77
R05341,39,22,300.36
R05342,27,21,324.37
R05343,64,22,354.59
R05344,41,18,308.81
R05345,64,23,333.44
R05346,69,25,383.68
R05347,57,19,273.62
R05348,98,20,299.22
R05349,46,20,332.06
R05350,69,26,377.2
R05351,31,13,231.31
R05352,25,24,318.24
R05353,64,25,416.83
R05354,41,22,339.52
R05355,47,24,359.21
R05356,27,21,311.17
R05357,30,18,274.14
R05358,68,25,426.34000000000003
R05359,27,18,288.33
R05360,45,23,319.46
R05361,39,17,211.06
R05362,24,13,223.51999999999998
R05363,40,7,95.4
R05364,29,15,217.12
R05365,50,20,288.86
R05366,61,16,254.95
R05367,37,16,277.1
R05368,62,14,243.22
R05369,52,15,266.08
R05370,32,26,396.76
R05371,42,21,310.45
R05372,42,21,379.94
R05373,33,23,362.64
R05374,44,25,347.02
R05375,28,23,365.90999999999997
R05376,25,13,189.19
R05377,26,23,330.63
R05378,29,17,248.75
R05379,77,19,269.91
R05380,31,24,379.89
R05381,29,13,182.82999999999998
R05382,35,23,348.76
R05383,62,17,240.26
R05384,54,24,406.0
R05385,35,20,274.97
R05386,50,13,207.27
R05387,51,23,351.15999999999997
R05388,31,24,340.11
R05389,34,20,300.64
R05390,56,22,363.53000000000003
R05391,45,23,341.41
R05392,46,18,339.16
R05393,35,23,361.28
R05394,44,18,288.62
R05395,26,20,325.09000000000003
R05396,37,18,301.51
R05397,29,22,315.24
R05398,28,27,416.89
R05399,33,8,110.69
R05400,28,31,389.71
R05401,46,22,339.11
R05402,29,13,176.69
R05403,39,16,265.2
R05404,77,28,441.33
R05405,47,22,388.78
R05406,55,20,317.35
R05407,61,17,284.49
R05408,50,21,307.06
R05409,27,25,398.43
R05410,28,19,264.56
R05411,58,16,246.4
R05412,36,23,318.83
R05413,46,25,346.14
R05414,45,20,258.3
R05415,48,20,311.96
R05416,46,23,309.02
R05417,25,21,310.69
R05418,29,27,421.08
R05419,34,23,318.42
R05420,26,27,462.83
R05421,40,15,239.08
R05422,35,17,287.91
R05423,47,18,278.2
R05424,70,23,356.37
R05425,32,21,409.26
R05426,26,20,295.26
R05427,25,26,442.21000000000004
R05428,41,19,340.74
R05429,28,26,366.77
R05430,62,18,258.62
R05431,38,21,294.07
R05432,23,25,348.4
R05433,32,17,223.26
R05434,43,17,277.48
R05435,27,17,287.42
R05436,76,25,365.49
R05437,69,19,295.38
R05438,43,15,211.25
R05439,48,19,305.40999999999997
R05440,63,17,300.24
R05441,84,10,207.26
R05442,38,21,316.7
R05443,23,16,260.13
R05444,31,26,370.58
R05445,56,14,213.58
R05446,27,26,410.71999999999997
R05447,24,22,397.89
R05448,36,25,425.54
R05449,48,22,330.4
R05450,25,26,344.73
R05451,48,21,367.68
R05452,28,23,415.55
R05453,29,14,207.1
R05454,73,13,216.1
R05455,68,19,294.12
R05456,43,19,317.75
R05457,79,27,449.04
R05458,24,20,315.59
R05459,36,20,281.17
R05460,41,19,311.58
R05461,45,19,346.15
R05462,39,10,166.22
R05463,25,28,378.88
R05464,41,23,367.19
R05465,83,15,213.32999999999998
R05466,37,20,263.19
R05467,74,22,315.16
R05468,49,14,205.18
R05469,42,18,293.67
R05470,38,25,422.08
R05471,23,20,308.83
R05472,94,11,162.15
R05473,42,22,332.63
R05474,30,25,353.67
R05475,34,15,208.91
R05476,26,20,272.7
R05477,36,17,287.37
R05478,30,23,405.1
R05479,24,23,350.57
R05480,24,15,203.82999999999998
R05481,28,16,220.48
R05482,26,22,308.49
R05483,35,27,421.97
R05484,31,18,263.89
R05485,34,23,317.57
R05486,43,15,210.12
R05487,29,20,318.99
R05488,28,13,194.07
R05489,37,19,278.23
R05490,38,15,216.99
R05491,31,35,507.4
R05492,44,16,270.41
R05493,23,18,286.43
R05494,23,23,363.59000000000003
R05495,27,22,338.35
R05496,42,29,507.5
R05497,66,14,229.95999999999998
R05498,33,18,230.37
R05499,74,22,309.46
R05500,76,20,332.5
R05501,27,16,323.65
R05502,49,15,241.9
R05503,39,24,399.96
R05504,24,20,296.56
R05505,28,16,190.87
R05506,44,25,323.78
R05507,27,23,324.6
R05508,36,19,281.91
R05509,28,17,246.97
R05510,92,19,276.06
R05511,63,19,313.66
R05512,26,18,295.39
R05513,39,20,322.21
R05514,27,23,379.71
R05515,41,26,391.89
R05516,31,25,397.66
R05517,87,14,220.3
R05518,28,15,241.94
R05519,25,23,390.39
R05520,69,30,437.01
R05521,35,17,282.63
R05522,44,14,219.96
R05523,36,25,341.84
R05524,37,20,306.23
R05525,33,24,448.62
R05526,43,11,196.47
R05527,77,26,422.26
R05528,36,15,248.72
R05529,53,18,283.96
R05530,74,23,325.8
R05531,29,21,310.87
R05532,34,22,275.75
R05533,23,24,364.34000000000003
R05534,24,16,201.93
R05535,30,21,299.85
R05536,40,16,232.13
R05537,50,14,187.45
R05538,59,28,433.45
R05539,36,24,326.82
R05540,44,18,277.43
R05541,28,25,344.16
R05542,35,23,357.07
R05543,39,22,343.44
R05544,84,19,301.85
R05545,50,24,364.53
R05546,27,17,270.31
R05547,29,22,324.98
R05548,28,25,370.45
R05549,54,13,187.48
R05550,38,23,413.67
R05551,23,26,361.15
R05552,30,16,243.75
R05553,47,8,120.93
R05554,34,18,236.44
R05555,25,10,185.41
R05556,88,19,283.9
R05557,52,20,326.43
R05558,26,33,525.62
R05559,28,30,441.28
R05560,53,26,382.45
R05561,56,19,287.5
R05562,40,23,354.84
R05563,44,22,311.04
R05564,31,13,196.24
R05565,49,21,322.95
R05566,39,21,339.49
R05567,33,13,182.79
R05568,31,20,270.1
R05569,29,18,254.88
R05570,85,18,265.27
R05571,31,20,294.49
R05572,24,18,261.59
R05573,51,23,342.26
R05574,82,15,240.62
R05575,32,18,313.0
R05576,38,23,332.03
R05577,23,23,321.32
R05578,31,21,354.85
R05579,27,17,246.65
R05580,36,17,276.08
R05581,22,17,305.75
R05582,55,14,212.73
R05583,68,21,373.33
R05584,23,18,324.18
R05585,75,15,258.28
R05586,45,22,356.04
R05587,44,21,307.06
R05588,28,27,421.57
R05589,27,24,358.94
R05590,30,22,377.44
R05591,60,17,241.17000000000002
R05592,51,21,341.44
R05593,25,26,407.02
R05594,35,17,307.68
R05595,26,21,317.09000000000003
R05596,28,26,363.05
R05597,24,27,396.56
R05598,43,29,421.4
R05599,76,20,304.13
R05600,53,19,311.97
R05601,27,18,299.2
R05602,24,24,384.35
R05603,34,23,386.77
R05604,40,12,197.47
R05605,26,23,354.42
R05606,28,24,341.52
R05607,25,15,225.3
R05608,77,21,335.16
R05609,25,26,428.07
R05610,58,19,242.29
R05611,26,25,372.63
R05612,25,18,273.62
R05613,29,21,311.75
R05614,46,18,300.33
R05615,47,21,375.51
R05616,51,21,296.69
R05617,23,28,439.14
R05618,93,14,208.01
R05619,23,23,365.31
R05620,48,14,223.61
R05621,55,15,255.32
R05622,24,16,278.43
R05623,31,23,373.24
R05624,45,16,259.16
R05625,27,23,373.92
R05626,42,20,319.81
R05627,39,25,344.12
R05628,38,20,269.49
R05629,39,17,208.05
R05630,37,23,337.48
R05631,54,15,222.15
R05632,23,29,442.38
R05633,76,25,404.41
R05634,27,19,337.42
R05635,24,20,331.01
R05636,25,22,346.68
R05637,28,24,420.51
R05638,75,19,255.67000000000002
R05639,31,26,397.2
R05640,40,16,249.28
R05641,28,30,424.87
R05642,25,18,261.13
R05643,38,21,295.43
R05644,32,21,286.14
R05645,26,19,253.97
R05646,76,25,410.52
R05647,53,17,258.16
R05648,37,22,376.2
R05649,54,24,360.95
R05650,52,16,247.39000000000001
R05651,23,23,352.83
R05652,25,17,279.82
R05653,42,22,374.35
R05654,30,19,361.39
R05655,50,24,396.15000000000003
R05656,45,15,245.37
R05657,26,15,234.73
R05658,41,15,244.87
R05659,25,19,281.25
R05660,26,23,346.34000000000003
R05661,34,19,313.92
R05662,52,18,276.31
R05663,38,22,278.13
R05664,40,25,344.26
R05665,34,21,327.29
R05666,23,15,236.01999999999998
R05667,26,21,344.97
R05668,24,28,356.11
R05669,57,20,319.84
R05670,27,16,303.98
R05671,27,20,306.26
R05672,43,20,241.96
R05673,36,13,189.31
R05674,29,27,374.37
R05675,28,23,306.04
R05676,29,20,294.65999999999997
R05677,29,26,390.75
R05678,47,17,219.65
R05679,42,20,274.7
R05680,31,13,170.74
R05681,33,18,282.47
R05682,23,19,289.46999999999997
R05683,103,18,298.02
R05684,47,24,364.18
R05685,38,23,371.85
R05686,35,15,256.73
R05687,84,16,227.17
R05688,67,19,303.53
R05689,48,14,221.07
R05690,22,21,308.86
R05691,33,17,237.9
R05692,28,22,382.27
R05693,38,18,270.77
R05694,29,18,260.47
R05695,30,20,330.02
R05696,34,20,342.7
R05697,24,19,296.48
R05698,35,18,285.38
R05699,59,14,262.65999999999997
R05700,41,15,217.95
R05701,27,17,275.88
R05702,23,32,498.05
R05703,38,16,232.44
R05704,57,23,349.82
R05705,96,18,270.78
R05706,45,24,375.76
R05707,55,18,270.06
R05708,25,15,215.66
R05709,63,15,242.81
R05710,43,16,270.48
R05711,23,25,452.79
R05712,38,16,222.03
R05713,42,19,321.93
R05714,23,15,197.39000000000001
R05715,43,15,282.15
R05716,29,15,221.06
R05717,103,18,263.59
R05718,44,20,411.77
R05719,48,21,332.31
R05720,33,20,332.26
R05721,29,18,270.96999999999997
R05722,37,24,337.2
R05723,52,22,331.76
R05724,33,20,333.24
R05725,43,16,250.28
R05726,43,14,201.7
R05727,34,19,300.12
R05728,42,24,344.78
R05729,32,15,268.58
R05730,29,20,301.13
R05731,35,20,331.21
R05732,53,17,259.17
R05733,50,13,217.95
R05734,44,21,285.61
R05735,23,19,265.19
R05736,31,23,311.27
R05737,24,15,208.66
R05738,54,25,406.84
R05739,27,18,250.89
R05740,35,24,336.01
R05741,26,14,226.73
R05742,26,21,304.81
R05743,58,22,339.44
R05744,27,24,354.65
R05745,54,21,301.8
R05746,42,23,349.5
R05747,25,17,240.43
R05748,25,19,277.16
R05749,30,22,315.25
R05750,82,23,330.2
R05751,34,18,274.76
R05752,26,18,286.96
R05753,36,22,295.28
R05754,31,27,396.72
R05755,24,27,393.64
R05756,29,22,334.86
R05757,33,22,417.39
R05758,56,24,411.15000000000003
R05759,53,18,278.82
R05760,36,16,235.82
R05761,26,12,217.44
R05762,59,16,270.7
R05763,36,28,467.93
R05764,78,20,313.15
R05765,118,14,239.45
R05766,56,20,357.26
R05767,55,14,210.13
R05768,24,21,339.69
R05769,96,20,278.44
R05770,45,19,268.59
R05771,26,20,316.38
R05772,62,16,191.59
R05773,27,16,302.15
R05774,36,14,218.13
R05775,23,20,294.67
R05776,48,15,223.47
R05777,33,9,152.68
R05778,27,28,396.71
R05779,35,11,187.65
R05780,40,18,263.35
R05781,102,11,157.17
R05782,67,23,336.15
R05783,26,26,426.1
R05784,24,25,417.01
R05785,25,21,288.82
R05786,57,14,232.13
R05787,29,18,269.23
R05788,39,22,376.04
R05789,36,23,374.76
R05790,62,28,422.7
R05791,38,13,200.74
R05792,30,22,281.31
R05793,46,26,357.09
R05794,74,15,215.03
R05795,41,22,329.88
R05796,46,18,239.71
R05797,38,20,342.58
R05798,33,24,347.59
R05799,28,20,292.19
R05800,25,25,373.24
R05801,70,15,221.35
R05802,80,23,364.43
R05803,25,23,340.69
R05804,37,14,200.38
R05805,36,13,203.39
R05806,50,25,412.59
R05807,27,15,216.51
R05808,35,23,345.57
R05809,75,12,169.54
R05810,28,11,192.81
R05811,45,15,212.32999999999998
R05812,30,25,411.61
R05813,25,18,310.66
R05814,42,20,324.72
R05815,28,19,299.75
R05816,26,22,362.79
R05817,32,20,293.19
R05818,30,22,353.93
R05819,49,13,234.63
R05820,44,28,459.43
R05821,58,20,293.93
R05822,42,25,368.29
R05823,23,20,270.69
R05824,40,24,412.18
R05825,45,20,244.09
R05826,57,22,328.34
R05827,26,18,264.11
R05828,28,22,305.99
R05829,75,16,232.93
R05830,31,18,336.68
R05831,87,19,288.56
R05832,23,27,422.40999999999997
R05833,28,22,343.01
R05834,26,24,312.0
R05835,31,21,310.57
R05836,29,15,193.61
R05837,28,17,302.12
R05838,54,20,308.01
R05839,41,11,152.70000000000002
R05840,54,18,263.32
R05841,56,16,240.27
R05842,75,16,239.97
R05843,45,20,271.17
R05844,23,18,251.47
R05845,26,16,242.67
R05846,114,13,216.9
R05847,30,14,194.83
R05848,43,24,397.72
R05849,54,19,314.42
R05850,38,18,288.05
R05851,29,19,293.81
R05852,27,19,255.68
R05853,52,23,355.64
R05854,27,18,300.34
R05855,41,19,263.64
R05856,25,21,273.4
R05857,39,25,381.3
R05858,32,27,374.93
R05859,62,16,233.14
R05860,29,21,306.54
R05861,25,18,311.12
R05862,47,22,371.86
R05863,39,23,354.02
R05864,35,18,247.37
R05865,35,19,312.0
R05866,34,21,290.57
R05867,48,23,403.4
R05868,32,21,310.59
R05869,57,26,386.71000000000004
R05870,30,21,287.93
R05871,32,23,351.33
R05872,28,17,293.32
R05873,74,12,239.21
R05874,46,13,172.68
R05875,26,26,391.42
R05876,24,24,378.5
R05877,24,21,319.53
R05878,85,22,335.52
R05879,44,26,426.42
R05880,44,20,270.72
R05881,34,26,384.27
R05882,54,18,338.0
R05883,73,15,183.26
R05884,26,24,399.61
R05885,28,14,244.24
R05886,45,25,403.54
R05887,29,25,419.82
R05888,24,14,182.55
R05889,50,14,236.49
R05890,64,20,329.22
R05891,44,19,296.14
R05892,55,20,315.39
R05893,24,18,304.53
R05894,27,17,279.98
R05895,23,17,261.28
R05896,28,26,357.5
R05897,34,22,296.11
R05898,48,14,200.03
R05899,37,17,264.48
R05900,37,23,419.67
R05901,50,18,262.37
R05902,45,16,249.19
R05903,24,20,274.02
R05904,28,21,335.21
R05905,32,20,290.14
R05906,28,15,221.72
R05907,37,20,293.55
R05908,44,21,311.52
R05909,37,24,377.6
R05910,26,25,352.8
R05911,24,21,362.74
R05912,32,11,181.33
R05913,43,11,155.39
R05914,57,19,303.77
R05915,85,17,277.46
R05916,46,21,305.47
R05917,27,16,205.52
R05918,27,18,306.53
R05919,42,21,299.17
R05920,44,15,297.21
R05921,37,13,168.9
R05922,24,20,307.53000000000003
R05923,70,14,250.91
R05924,35,23,306.32
R05925,28,22,302.82
R05926,30,19,327.24
R05927,28,21,301.59
R05928,46,20,296.3
R05929,43,15,248.63
R05930,25,28,521.19
R05931,28,15,243.04
R05932,29,20,320.66
R05933,35,18,289.95
R05934,28,19,333.98
R05935,26,23,358.59999999999997
R05936,149,13,174.0
R05937,26,22,377.08
R05938,39,17,344.33
R05939,40,18,276.11
R05940,37,26,389.29
R05941,24,21,321.55
R05942,31,31,500.64
R05943,100,24,362.94
R05944,30,15,204.6
R05945,25,20,311.58
R05946,27,27,392.59000000000003
R05947,24,19,259.48
R05948,50,22,318.86
R05949,37,22,367.75
R05950,67,25,347.83
R05951,33,21,312.8
R05952,23,20,306.44
R05953,50,24,333.89
R05954,68,15,224.1
R05955,25,22,330.43
R05956,51,23,328.11
R05957,35,19,264.88
R05958,69,20,331.05
R05959,42,13,219.64
R05960,33,22,323.43
R05961,82,22,361.67
R05962,26,17,253.22
R05963,40,25,410.7
R05964,27,19,304.96
R05965,30,18,311.08
R05966,59,20,342.33
R05967,33,21,366.7
R05968,49,20,373.85
R05969,34,15,251.6
R05970,35,17,249.45
R05971,57,17,254.71
R05972,50,18,308.19
R05973,64,17,265.02
R05974,29,22,401.0
R05975,42,20,344.84
